Campaign_ID,Campaign_Type,Target_Audience,Duration,Channel_Used,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Language,Engagement_Score,Customer_Segment,Date,Company_Name,Profit,Profit_Flag,Calculated_ROI,Channel_Google,Channel_WhatsApp,Channel_YouTube,Channel_Email,Channel_Instagram,Channel_Facebook
NY-CMP-1075,Paid Ads,Working Women,29.0,YouTube,48871.0,6658.0,3972.0,2058.0,1636110.0,133.98,4.93,Bengali,25.96,Working Women,2024-11-14,Nykaa,1635976.02,Profit,12210.598746081505,0,0,1,0,0,0
NY-CMP-1076,Influencer,Tier 2 City Customers,17.444507737586633,"Google, Facebook, Instagram",74794.0,6057.0,1939.0,1470.0,799680.0,100.41,4.42,English,12.66,Youth,,Nykaa,799579.59,Profit,7963.146997311025,1,0,0,0,1,1
NY-CMP-1077,Social Media,Premium Shoppers,13.0,"Instagram, YouTube, WhatsApp",37745.0,1091.0,361.0,114.0,45030.0,1000.73,-0.61,English,4.15,Working Women,2025-02-23,Nykaa,44029.27,Profit,43.99715207898234,0,1,1,0,1,0
NY-CMP-1078,Email,Working Women,26.0,"Instagram, Facebook, Google",41410.0,905.0,449.0,156.0,75504.0,1252.69,-0.61,Bengali,3.65,Premium Shoppers,2024-07-20,Nykaa,74251.31,Profit,59.27349144640733,1,0,0,0,1,1
NY-CMP-1079,Paid Ads,Premium Shoppers,17.0,"Instagram, Email, YouTube",30448.0,4690.636878706914,1041.0,767.0,546871.0,315.83,1.26,Bengali,20.82,Premium Shoppers,2024-08-28,Nykaa,546555.17,Profit,1730.5359528860465,0,0,1,1,1,0
NY-CMP-1080,Email,Working Women,6.0,"Email, Google",55119.386698247275,4690.636878706914,1912.0,1166.0,0.0,377.58721398505935,6.08,Bengali,13.53,Youth,2025-03-09,Nykaa,-377.58721398505935,Loss,-1.0,1,0,0,1,0,0
NY-CMP-1081,Social Media,Youth,12.0,"Email, Instagram, WhatsApp",69794.0,4690.636878706914,1627.0,923.0,318435.0,271.48,0.27,Hindi,9.19,Working Women,2025-01-15,Nykaa,318163.52,Profit,1171.9593340209224,0,1,0,1,1,0
NY-CMP-1082,Social Media,Tier 2 City Customers,11.0,Google,10613.0,1093.0,468.0,344.0,73272.0,693.71,-0.69,Hindi,17.95,Working Women,2025-05-09,Nykaa,72578.29,Profit,104.62338729440255,1,0,0,0,0,0
NY-CMP-1083,SEO,Youth,9.0,"WhatsApp, Facebook, Google",14824.0,1848.0,713.0,229.0,111294.0,542.97,,Hindi,18.82,Premium Shoppers,2025-06-11,Nykaa,110751.03,Profit,203.9726504226753,1,1,0,0,0,1
NY-CMP-1084,Influencer,Tier 2 City Customers,22.0,WhatsApp,38900.0,4362.0,1416.0,1056.0,291456.0,212.22,0.3,Tamil,13.781462901942962,College Students,2024-11-06,Nykaa,291243.78,Profit,1372.3672603901614,0,1,0,0,0,0
NY-CMP-1085,Paid Ads,Youth,10.0,"Email, WhatsApp, Facebook",27040.0,1352.0,274.0,153.0,42075.0,460.92,-0.4,Hindi,6.58,Premium Shoppers,2025-06-07,Nykaa,41614.08,Profit,90.28482166102577,0,1,0,1,0,1
NY-CMP-1086,Influencer,College Students,16.0,"Facebook, Instagram",45406.0,2768.0,1052.0,747.0,511695.0,321.69,1.13,Bengali,10.06,Youth,2024-09-29,Nykaa,511373.31,Profit,1589.6462743635177,0,0,0,0,1,1
NY-CMP-1087,Social Media,College Students,5.0,"Instagram, Google",48041.0,2478.0,1229.0,553.0,311892.0,511.7,0.1,English,8.87,College Students,2025-06-20,Nykaa,311380.3,Profit,608.5212038303694,1,0,0,0,1,0
NY-CMP-1088,Social Media,Working Women,30.0,"Instagram, Facebook, Email",84207.0,6175.0,1941.0,1352.0,461032.0,214.63,0.59,Bengali,11.24,Working Women,2024-10-29,Nykaa,460817.37,Profit,2147.031496062992,0,0,0,1,1,1
NY-CMP-1089,Social Media,Youth,16.0,"Google, WhatsApp",77548.0,1844.0,706.0,226.0,72772.0,1072.32,-0.7,Hindi,3.58,Tier 2 City Customers,2024-08-27,Nykaa,71699.68,Profit,66.86407042673828,1,1,0,0,0,0
NY-CMP-1090,Email,Working Women,13.0,"Instagram, Email",76619.0,7278.0,3935.0,1746.0,790938.0,152.82,1.96,Tamil,16.91,Tier 2 City Customers,2024-11-05,Nykaa,790785.18,Profit,5174.618374558305,0,0,0,1,1,0
NY-CMP-1091,SEO,Tier 2 City Customers,21.0,YouTube,37600.0,2906.0,1624.0,1006.0,690116.0,253.33,1.71,English,14.72,Premium Shoppers,2025-04-10,Nykaa,689862.67,Profit,2723.1779497098646,0,0,1,0,0,0
NY-CMP-1092,Social Media,College Students,7.0,"WhatsApp, Instagram, Google",32302.0,1239.0,367.0,156.0,124800.0,1295.52,-0.38,Hindi,5.45,Tier 2 City Customers,2025-04-12,Nykaa,123504.48,Profit,95.33197480548351,1,1,0,0,1,0
NY-CMP-1093,Email,Premium Shoppers,9.0,"Email, YouTube, WhatsApp",11042.0,459.0,189.0,96.0,60960.0,2660.53,-0.76,Hindi,6.74,College Students,2025-01-25,Nykaa,58299.47,Profit,21.912727915114658,0,1,1,1,0,0
NY-CMP-1094,Paid Ads,College Students,18.0,Google,12916.0,1058.0,269.0,84.0,23352.0,725.46,-0.62,Hindi,10.92,Working Women,2024-08-05,Nykaa,22626.54,Profit,31.18923165991233,1,0,0,0,0,0
NY-CMP-1095,Paid Ads,Working Women,29.0,"Google, Facebook, Instagram",73403.0,7231.0,1683.0,766.0,311762.0,337.92,0.2,English,13.19,Youth,2024-08-11,Nykaa,311424.08,Profit,921.5911458333334,1,0,0,0,1,1
NY-CMP-1096,Paid Ads,Premium Shoppers,18.0,Instagram,55119.386698247275,1814.0,870.0,350.0,232750.0,827.25,-0.2,Tamil,4.27,Youth,2024-09-10,Nykaa,231922.75,Profit,280.3538833484436,0,0,0,0,1,0
NY-CMP-1097,Email,Working Women,21.0,"Email, WhatsApp",96478.0,3700.0,1111.0,711.0,366876.0,282.59,0.83,Hindi,5.72,College Students,2024-11-23,Nykaa,366593.41,Profit,1297.262500442337,0,1,0,1,0,0
NY-CMP-1098,SEO,Working Women,21.0,Email,96239.0,3852.0,2172.0,1568.0,460992.0,110.5,1.66,English,7.89,Working Women,2024-11-19,Nykaa,460881.5,Profit,4170.873303167421,0,0,0,1,0,0
NY-CMP-1099,Paid Ads,Working Women,22.0,"Instagram, WhatsApp, Google",15712.0,2049.0,698.0,518.0,161616.0,185.06,0.69,English,13.781462901942962,Premium Shoppers,2025-03-24,Nykaa,161430.94,Profit,872.3167621312007,1,1,0,0,1,0
NY-CMP-1100,SEO,Tier 2 City Customers,5.0,Instagram,65961.0,3729.0,1011.0,805.0,642390.0,117.32,5.8,Bengali,8.41,Tier 2 City Customers,2025-01-08,Nykaa,642272.68,Profit,5474.536992840096,0,0,0,0,1,0
NY-CMP-1101,Influencer,Working Women,24.0,"Google, Facebook",91963.0,9000.0,4091.0,1250.0,507500.0,150.39,1.7,Hindi,15.59,Youth,2025-01-07,Nykaa,507349.61,Profit,3373.5594786887427,1,0,0,0,0,1
NY-CMP-1102,Social Media,Tier 2 City Customers,10.0,"Email, Instagram, Facebook",41454.0,6034.0,2744.0,1271.0,441037.0,64.77,4.36,Tamil,24.24,Premium Shoppers,2024-10-20,Nykaa,440972.23,Profit,6808.278987185426,0,0,0,1,1,1
NY-CMP-1103,Paid Ads,Premium Shoppers,27.0,"Google, YouTube, WhatsApp",62808.0,3704.0,743.0,431.0,286615.0,207.69,2.2,Bengali,7.77,Working Women,2025-03-21,Nykaa,286407.31,Profit,1379.0134816312775,1,1,1,0,0,0
NY-CMP-1104,Paid Ads,College Students,16.0,WhatsApp,44568.0,5722.0,2794.0,2033.0,742045.0,119.14,2.06,Hindi,23.67,College Students,2025-05-31,Nykaa,741925.86,Profit,6227.344804431761,0,1,0,0,0,0
NY-CMP-1105,SEO,Premium Shoppers,23.0,"Email, WhatsApp",78393.0,10859.0,4614.0,2346.0,1381794.0,48.99,11.02,Bengali,22.73,Working Women,2024-08-23,Nykaa,1381745.01,Profit,28204.6338028169,0,1,0,1,0,0
NY-CMP-1106,SEO,Youth,16.0,Google,36778.0,2873.0,976.0,338.0,240656.0,547.44,0.3,Hindi,11.38,Tier 2 City Customers,2024-11-05,Nykaa,240108.56,Profit,438.6025135174631,1,0,0,0,0,0
NY-CMP-1107,Influencer,Youth,19.0,Email,29254.0,3754.0,1868.0,1033.3572387452969,399408.0,296.39,,Tamil,13.781462901942962,College Students,,Nykaa,399111.61,Profit,1346.5758291440332,0,0,0,1,0,0
