Campaign_ID,Campaign_Type,Target_Audience,Duration,Channel_Used,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Language,Engagement_Score,Customer_Segment,Date,Company_Name,Profit,Profit_Flag,Calculated_ROI,Channel_Google,Channel_WhatsApp,Channel_YouTube,Channel_Email,Channel_Instagram,Channel_Facebook
TI-CMP-1017,SEO,Working Women,7.0,Instagram,57914.0,3251.0,1316.0,621.0,344655.0,181.1,2.06,English,8.96,Youth,2025-03-14,Tira,344473.9,Profit,1902.1198233020432,0,0,0,0,1,0
TI-CMP-1018,Social Media,College Students,19.0,"Instagram, Email, Google",55714.0,7295.0,4021.0,1365.0,318045.0,71.56,,Bengali,22.76,Working Women,2024-10-27,Tira,317973.44,Profit,4443.452207937395,1,0,0,1,1,0
TI-CMP-1019,Email,College Students,30.0,"YouTube, Email, Google",66194.0,3789.0,2191.0,1039.0,322090.0,374.9208677818732,4.48,Tamil,10.6,Premium Shoppers,2024-07-31,Tira,321715.07913221815,Profit,858.0879507602925,1,0,1,1,0,0
TI-CMP-1020,SEO,Premium Shoppers,27.0,"Facebook, Instagram, WhatsApp",55005.69842141127,5548.0,2987.0,1006.0,602594.0,128.94,3.65,Bengali,23.99,Working Women,2024-10-08,Tira,602465.06,Profit,4672.445013184428,0,1,0,0,1,1
TI-CMP-1021,Paid Ads,Premium Shoppers,9.0,"WhatsApp, Instagram",30689.0,2535.0,1175.0,588.0,316344.0,148.6,2.62,Bengali,14.01,Youth,2025-04-19,Tira,316195.4,Profit,2127.8290713324363,0,1,0,0,1,0
TI-CMP-1022,Influencer,College Students,26.0,"Email, Google",21912.0,2823.0,1320.0,746.0,317050.0,194.36,1.19,English,22.31,Youth,2025-01-16,Tira,316855.64,Profit,1630.2512862728956,1,0,0,1,0,0
TI-CMP-1023,Influencer,Youth,17.533768198147097,"YouTube, Google",68428.0,8823.0,3113.0,1773.0,1223370.0,87.09,6.92,Hindi,20.03,Tier 2 City Customers,2024-08-13,Tira,1223282.91,Profit,14046.192559421286,1,0,1,0,0,0
TI-CMP-1024,Social Media,Premium Shoppers,27.0,"Google, Facebook, Instagram",71309.0,7394.0,2522.0,1904.0,1222368.0,64.24,,Hindi,16.58,Youth,2025-05-08,Tira,1222303.76,Profit,19027.144458281447,1,0,0,0,1,1
TI-CMP-1025,Influencer,Working Women,28.0,"Email, YouTube, Instagram",49975.0,2211.0,718.0,360.0,159840.0,459.28,-0.03,English,6.58,Premium Shoppers,2025-04-06,Tira,159380.72,Profit,347.0229925100157,0,0,1,1,1,0
TI-CMP-1026,Influencer,Youth,26.0,"WhatsApp, Facebook, Instagram",90287.0,2388.0,908.0,491.0,259248.0,452.78,0.17,Tamil,4.19,Tier 2 City Customers,2024-08-12,Tira,258795.22,Profit,571.5694597817925,0,1,0,0,1,1
TI-CMP-1027,Email,Premium Shoppers,23.0,"Instagram, WhatsApp, Google",63553.0,9245.0,4923.0,3012.0,846372.0,55.69,4.05,English,27.03,Working Women,2025-01-10,Tira,846316.31,Profit,15196.917040761358,1,1,0,0,1,0
TI-CMP-1028,Email,Tier 2 City Customers,28.0,Email,81432.0,3495.0,974.0,765.0,453645.0,147.35,3.02,Bengali,6.43,Tier 2 City Customers,,Tira,453497.65,Profit,3077.6901934170346,0,0,0,1,0,0
TI-CMP-1029,Paid Ads,Youth,21.0,WhatsApp,61136.0,8796.0,4531.0,3267.0,1715175.0,26.0,19.2,Hindi,27.14,Youth,2025-01-10,Tira,1715149.0,Profit,65967.26923076923,0,1,0,0,0,0
TI-CMP-1030,Paid Ads,Premium Shoppers,24.0,"Google, Facebook",20633.0,2101.0,815.0,334.0,119906.0,892.16,-0.6,English,13.756234926644582,Premium Shoppers,2024-12-11,Tira,119013.84,Profit,133.3996592539455,1,0,0,0,0,1
TI-CMP-1031,SEO,Premium Shoppers,17.533768198147097,Instagram,82330.0,6335.0,2053.0,987.0,711627.0,293.28,1.46,Tamil,11.39,Youth,,Tira,711333.72,Profit,2425.4423076923076,0,0,0,0,1,0
TI-CMP-1032,SEO,College Students,19.0,"Instagram, WhatsApp, YouTube",31068.0,2008.0,457.0,229.0,89081.0,1210.65,-0.68,Tamil,8.67,Premium Shoppers,2025-01-01,Tira,87870.35,Profit,72.58113410151572,0,1,1,0,1,0
TI-CMP-1033,SEO,Working Women,12.0,"Google, WhatsApp, Instagram",55005.69842141127,1366.0,304.0,1024.7833254560924,36750.0,2308.9,-0.85,English,3.29,Youth,,Tira,34441.1,Profit,14.91667027588895,1,1,0,0,1,0
TI-CMP-1034,Influencer,Tier 2 City Customers,21.0,Instagram,50190.0,4633.0,1558.0,864.0,465696.0,73.82,6.3,Tamil,14.06,Youth,2025-06-07,Tira,465622.18,Profit,6307.5342725548635,0,0,0,0,1,0
TI-CMP-1035,Email,Premium Shoppers,8.0,"YouTube, Google",86750.0,3826.0,1816.0,736.0,184736.0,88.08,1.85,Tamil,7.35,College Students,2025-01-08,Tira,184647.92,Profit,2096.3660308810177,1,0,1,0,0,0
TI-CMP-1036,Paid Ads,College Students,16.0,"WhatsApp, Email",40622.0,5768.0,3170.0,1371.0,847278.0,142.23,3.35,English,25.38,Youth,2024-10-18,Tira,847135.77,Profit,5956.097658721789,0,1,0,1,0,0
TI-CMP-1037,Paid Ads,Premium Shoppers,10.0,"WhatsApp, Instagram",57483.0,1639.0,786.0,245.0,116620.0,590.48,-0.19,Hindi,4.64,Working Women,2025-04-10,Tira,116029.52,Profit,196.5003387074922,0,1,0,0,1,0
TI-CMP-1038,Paid Ads,College Students,17.533768198147097,Facebook,66638.0,6271.0,2095.0,1254.0,850212.0,168.92,3.01,Tamil,14.44,Working Women,2025-02-19,Tira,850043.08,Profit,5032.222827373905,0,0,0,0,0,1
TI-CMP-1039,SEO,Premium Shoppers,9.0,"Google, WhatsApp",17150.0,2531.0,1310.0,929.0,473790.0,166.07,2.07,Tamil,27.81,Youth,2025-02-23,Tira,473623.93,Profit,2851.9535737941833,1,1,0,0,0,0
TI-CMP-1040,Email,Tier 2 City Customers,19.0,"Email, Facebook",50877.0,2924.0,1385.0,971.0,737960.0,239.24,2.18,Tamil,10.38,College Students,2024-08-19,Tira,737720.76,Profit,3083.6012372512955,0,0,0,1,0,1
TI-CMP-1041,Social Media,Tier 2 City Customers,5.0,"YouTube, Instagram, WhatsApp",66343.0,2146.0,1235.0,414.0,330372.0,637.21,0.25,English,5.72,Working Women,2024-11-25,Tira,329734.79,Profit,517.466439635285,0,1,1,0,1,0
TI-CMP-1042,Social Media,College Students,16.0,"YouTube, WhatsApp, Email",88148.0,4681.332342640795,666.0,342.0,122094.0,442.9,-0.19,Bengali,4.8,Premium Shoppers,2025-01-30,Tira,121651.1,Profit,274.6694513434184,0,1,1,1,0,0
TI-CMP-1043,Paid Ads,Working Women,17.0,Google,89077.0,4674.0,1689.0,1062.0,328158.0,116.34,1.66,Hindi,8.34,Tier 2 City Customers,2024-08-14,Tira,328041.66,Profit,2819.680763280041,1,0,0,0,0,0
TI-CMP-1044,Social Media,College Students,8.0,"Email, Instagram",64189.0,4130.0,2344.0,1735.0,1028855.0,147.93,3.01,English,12.79,College Students,2024-12-11,Tira,1028707.07,Profit,6954.01250591496,0,0,0,1,1,0
TI-CMP-1045,SEO,Tier 2 City Customers,9.0,Instagram,67904.0,5286.0,2953.0,2085.0,1642980.0,68.93,10.43,Hindi,15.2,College Students,2025-01-29,Tira,1642911.07,Profit,23834.48527491658,0,0,0,0,1,0
TI-CMP-1046,Influencer,Tier 2 City Customers,29.0,"YouTube, WhatsApp, Instagram",26025.0,807.0,225.0,131.0,79910.0,564.83,0.08,English,4.47,Tier 2 City Customers,2025-02-08,Tira,79345.17,Profit,140.47619637767116,0,1,1,0,1,0
TI-CMP-1047,Paid Ads,College Students,17.533768198147097,"Instagram, WhatsApp, YouTube",99437.0,6503.0,1367.0,736.0,247296.0,107.88,2.11,English,8.65,College Students,2025-04-16,Tira,247188.12,Profit,2291.324805339266,0,1,1,0,1,0
TI-CMP-1048,Influencer,Youth,21.0,"Google, WhatsApp",78491.0,8395.0,3919.0,1426.0,460598.0,69.59,3.64,Tamil,17.51,Tier 2 City Customers,2025-04-18,Tira,460528.41,Profit,6617.738324471906,1,1,0,0,0,0
TI-CMP-1049,Influencer,College Students,24.0,"Instagram, Email, YouTube",48940.0,5913.0,1620.0,1028.0,577736.0,113.14,3.97,English,17.49,Youth,2025-04-02,Tira,577622.86,Profit,5105.381474279653,0,0,1,1,1,0
TI-CMP-1050,Influencer,Youth,7.0,"Email, YouTube",75582.0,8177.0,3461.0,1690.0,932880.0,72.66,6.6,English,17.63,Working Women,2024-08-20,Tira,932807.34,Profit,12837.976052848886,0,0,1,1,0,0
,SEO,Premium Shoppers,27.0,YouTube,59476.0,5996.0,2699.0,1692.0,888300.0,88.01,4.97,Bengali,17.46,College Students,2024-08-18,Tira,888211.99,Profit,10092.171230541982,0,0,1,0,0,0
TI-CMP-1052,SEO,Youth,22.0,"Email, Instagram, YouTube",67318.0,7241.0,1866.431831071118,1360.0,814640.0,56.84,9.54,English,19.15,Youth,2024-12-25,Tira,814583.16,Profit,14331.160450387051,0,0,1,1,1,0
TI-CMP-1053,Email,Premium Shoppers,8.0,"Facebook, YouTube",83157.0,10447.0,5949.0,2039.0,962408.0,124.78,2.78,English,22.17,Youth,2024-12-17,Tira,962283.22,Profit,7711.838595928834,0,0,1,0,0,1
TI-CMP-1054,SEO,College Students,17.533768198147097,"Email, Instagram, YouTube",29555.0,2039.0,576.0,333.0,243090.0,789.84,-0.08,Hindi,9.97,College Students,2024-12-07,Tira,242300.16,Profit,306.771194165907,0,0,1,1,1,0
TI-CMP-1055,Paid Ads,Youth,12.0,"Google, Email",99295.0,11379.0,6342.0,3458.0,2164708.0,48.39,11.94,English,21.33,College Students,2025-04-30,Tira,2164659.61,Profit,44733.61458979128,1,0,0,1,0,0
TI-CMP-1056,Paid Ads,Working Women,20.0,Email,74948.0,7287.0,2249.0,1085.0,616280.0,148.59,2.82,English,14.17,Working Women,2024-12-25,Tira,616131.41,Profit,4146.52002153577,0,0,0,1,0,0
TI-CMP-1057,Influencer,Premium Shoppers,19.0,"Email, YouTube, Google",50587.0,2361.0,729.0,268.0,209040.0,848.16,-0.08,Hindi,6.64,College Students,2025-04-12,Tira,208191.84,Profit,245.46293152235427,1,0,1,1,0,0
TI-CMP-1058,Paid Ads,Tier 2 City Customers,5.0,Facebook,77146.0,4869.0,2559.0,1648.0,787744.0,169.85,1.81,Bengali,11.76,College Students,2024-12-16,Tira,787574.15,Profit,4636.880482778923,0,0,0,0,0,1
TI-CMP-1059,SEO,Premium Shoppers,28.0,"Instagram, Email, YouTube",70110.0,4681.332342640795,1042.0,664.0,249664.0,359.76,0.05,Hindi,9.45,Tier 2 City Customers,2025-05-19,Tira,249304.24,Profit,692.9737602846342,0,0,1,1,1,0
TI-CMP-1060,Email,Youth,10.0,Instagram,52150.0,3546.0,1911.0,1231.0,851852.0,217.62,2.18,Hindi,12.82,Tier 2 City Customers,2024-11-16,Tira,851634.38,Profit,3913.4012498851207,0,0,0,0,1,0
TI-CMP-1061,Email,Youth,17.533768198147097,"Google, YouTube",71997.0,6092.0,2424.0,839.0,454738.0,309.62,0.75,Bengali,12.99,Working Women,2025-02-10,Tira,454428.38,Profit,1467.697112589626,1,0,1,0,0,0
TI-CMP-1062,Email,Tier 2 City Customers,16.0,"YouTube, Instagram",85729.0,6909.0,3587.0,2605.0,1052420.0,84.18,3.8,English,15.28,Working Women,2025-01-24,Tira,1052335.82,Profit,12501.019482062247,0,0,1,0,1,0
TI-CMP-1063,Email,Working Women,22.0,"Email, Instagram",76954.0,7208.0,1586.0,592.0,288304.0,167.77,1.9,Bengali,12.2,Working Women,2025-02-10,Tira,288136.23,Profit,1717.447875067056,0,0,0,1,1,0
,Email,Youth,10.0,"YouTube, Facebook",99221.0,12215.0,6987.0,2841.0,636384.0,374.9208677818732,3.42,English,22.22,Youth,2025-03-12,Tira,636009.0791322181,Profit,1696.382180311832,0,0,1,0,0,1
TI-CMP-1065,Email,Premium Shoppers,18.0,"Instagram, YouTube, Email",19448.0,1225.0,251.0,156.0,54912.0,374.9208677818732,-0.64,English,8.39,Tier 2 City Customers,2025-01-05,Tira,54537.079132218125,Profit,145.46290649243744,0,0,1,1,1,0
TI-CMP-1066,Influencer,Premium Shoppers,21.0,"Google, Email",84830.0,7552.0,3772.0,2637.0,2109600.0,61.15,12.08,Hindi,16.46,Tier 2 City Customers,2025-03-09,Tira,2109538.85,Profit,34497.773507767786,1,0,0,1,0,0
TI-CMP-1067,Social Media,Youth,5.0,"Facebook, Instagram",55807.0,5391.0,3095.0,1351.0,920031.0,171.49,2.97,Hindi,17.63,Youth,,Tira,919859.51,Profit,5363.925068517115,0,0,0,0,1,1
TI-CMP-1068,Paid Ads,Tier 2 City Customers,11.0,Instagram,68356.0,4330.0,2196.0,1610.0,883890.0,139.49,2.94,Bengali,11.9,Premium Shoppers,2025-03-26,Tira,883750.51,Profit,6335.58326761775,0,0,0,0,1,0
TI-CMP-1069,Influencer,Working Women,8.0,"Instagram, WhatsApp",47180.0,2866.0,1704.0,1054.0,339388.0,48.35,5.66,Tamil,11.92,College Students,2024-11-07,Tira,339339.65,Profit,7018.400206825233,0,1,0,0,1,0
TI-CMP-1070,SEO,Premium Shoppers,20.0,"YouTube, Google, Email",13123.0,738.0,151.0,107.0,69443.0,1920.63,-0.66,Bengali,7.59,Youth,2024-10-03,Tira,67522.37,Profit,35.15636535928315,1,0,1,1,0,0
TI-CMP-1071,Email,Premium Shoppers,5.0,"Instagram, YouTube, Facebook",30917.0,3554.0,1793.0,1247.0,825514.0,200.01,2.31,Hindi,21.33,Working Women,2025-02-20,Tira,825313.99,Profit,4126.363631818409,0,0,1,0,1,1
TI-CMP-1072,Paid Ads,Working Women,16.0,"Facebook, YouTube",69961.0,6432.0,3289.0,1495.0,373750.0,98.59,1.54,English,16.03,College Students,2024-11-27,Tira,373651.41,Profit,3789.9524292524593,0,0,1,0,0,1
TI-CMP-1073,Social Media,Youth,19.0,WhatsApp,46890.0,2527.0,698.0,226.0,84750.0,997.0,-0.62,Bengali,7.36,Tier 2 City Customers,2024-11-06,Tira,83753.0,Profit,84.00501504513541,0,1,0,0,0,0
TI-CMP-1074,Email,Tier 2 City Customers,30.0,Facebook,55005.69842141127,6242.0,2023.0,1412.0,731416.0,153.96,2.36,Tamil,12.45,Premium Shoppers,2025-04-14,Tira,731262.04,Profit,4749.688490517017,0,0,0,0,0,1
TI-CMP-1075,Paid Ads,Premium Shoppers,20.0,YouTube,55005.69842141127,1330.0,540.0,370.0,88430.0,521.86,-0.54,Hindi,17.13,Working Women,2024-10-17,Tira,87908.14,Profit,168.45157705131643,0,0,1,0,0,0
TI-CMP-1076,Influencer,Tier 2 City Customers,30.0,"Google, Facebook, WhatsApp",27384.0,2216.0,581.0,264.0,76032.0,1085.9,-0.73,Hindi,11.18,Working Women,2024-08-08,Tira,74946.1,Profit,69.0174970070909,1,1,0,0,0,1
TI-CMP-1077,Paid Ads,College Students,20.0,Email,96354.0,7252.0,3296.0,1554.0,781662.0,34.52,13.57,Hindi,12.56,Working Women,2025-01-18,Tira,781627.48,Profit,22642.74275782155,0,0,0,1,0,0
TI-CMP-1078,Email,College Students,7.0,"Instagram, Google, Email",16594.0,1897.0,583.0,276.0,98532.0,673.99,-0.47,Hindi,16.61,Premium Shoppers,2024-07-07,Tira,97858.01,Profit,145.19208000118695,1,0,0,1,1,0
TI-CMP-1079,Email,Tier 2 City Customers,8.0,Facebook,57801.0,2583.0,1172.0,835.0,361555.0,266.22,0.63,English,7.94,Youth,2024-09-07,Tira,361288.78,Profit,1357.1060776801141,0,0,0,0,0,1
TI-CMP-1080,Social Media,Working Women,17.533768198147097,"WhatsApp, YouTube",37319.0,968.0,394.0,227.0,88076.0,830.27,-0.53,Hindi,4.26,Youth,2024-10-31,Tira,87245.73,Profit,105.08115432329242,0,1,1,0,0,0
TI-CMP-1081,Email,College Students,15.0,YouTube,29054.0,2647.0,1109.0,694.0,494822.0,187.1,2.81,Bengali,15.32,College Students,2024-09-26,Tira,494634.9,Profit,2643.6926777124536,0,0,1,0,0,0
TI-CMP-1082,Social Media,Youth,29.0,YouTube,18694.0,406.0,188.0,126.0,91602.0,374.9208677818732,-0.4,Tamil,3.85,Premium Shoppers,2024-10-05,Tira,91227.07913221813,Profit,243.32355697334384,0,0,1,0,0,0
TI-CMP-1083,SEO,Working Women,25.0,"Email, YouTube",25453.0,3175.0,1112.0,887.0,447935.0,374.9208677818732,0.82,Bengali,13.756234926644582,Youth,2025-05-26,Tira,447560.07913221815,Profit,1193.7454476196456,0,0,1,1,0,0
,Paid Ads,Youth,12.0,YouTube,24793.0,862.0,221.0,120.0,56040.0,1235.53,,English,4.85,College Students,2025-04-15,Tira,54804.47,Profit,44.357053248403524,0,0,1,0,0,0
TI-CMP-1085,Email,Tier 2 City Customers,26.0,YouTube,63997.0,4074.0,920.0,504.0,240408.0,505.49,-0.06,Hindi,8.59,Youth,2025-01-06,Tira,239902.51,Profit,474.5939781202398,0,0,1,0,0,0
TI-CMP-1086,SEO,Tier 2 City Customers,28.0,Email,86361.0,4754.0,2194.0,1331.0,452540.0,189.07,0.8,Hindi,9.59,College Students,2024-10-29,Tira,452350.93,Profit,2392.5050510392975,0,0,0,1,0,0
TI-CMP-1087,Social Media,Youth,30.0,Google,59958.0,7454.0,1750.0,1175.0,629800.0,202.79,1.64,Hindi,17.31,Tier 2 City Customers,2024-09-17,Tira,629597.21,Profit,3104.675822279205,1,0,0,0,0,0
TI-CMP-1088,Paid Ads,College Students,22.0,Instagram,55658.0,8247.0,1919.0,1286.0,326644.0,174.53,0.46,Tamil,20.58,Premium Shoppers,2024-12-09,Tira,326469.47,Profit,1870.563628029565,0,0,0,0,1,0
TI-CMP-1089,Paid Ads,Working Women,26.0,"Facebook, Google",33796.0,5024.0,2476.0,1124.0,866604.0,99.33,,Hindi,25.52,Working Women,2025-01-22,Tira,866504.67,Profit,8723.494110540623,1,0,0,0,0,1
TI-CMP-1090,Influencer,Working Women,20.0,"Google, WhatsApp, Instagram",14253.0,1970.0,611.0,290.0,156310.0,947.86,-0.43,Tamil,20.14,College Students,2024-07-15,Tira,155362.14,Profit,163.90831979406244,1,1,0,0,1,0
TI-CMP-1091,Social Media,Premium Shoppers,19.0,"Instagram, Google",49174.0,6208.0,3261.0,2013.0,1264164.0,135.68,3.63,Bengali,23.35,Youth,2024-07-09,Tira,1264028.32,Profit,9316.246462264151,1,0,0,0,1,0
TI-CMP-1092,Paid Ads,College Students,23.0,"Email, Google, Facebook",19474.0,614.0,312.0,238.0,127568.0,796.61,-0.33,Hindi,5.98,College Students,2025-04-09,Tira,126771.39,Profit,159.1385872635292,1,0,0,1,0,1
TI-CMP-1093,Email,Tier 2 City Customers,18.0,Email,65092.0,2458.0,1144.0,913.0,677446.0,86.16,7.61,Hindi,6.94,Tier 2 City Customers,2024-07-28,Tira,677359.84,Profit,7861.650882079852,0,0,0,1,0,0
TI-CMP-1094,Social Media,Premium Shoppers,24.0,"WhatsApp, YouTube",69090.0,7449.0,1740.0,909.0,404505.0,190.71,1.33,Hindi,14.62,Premium Shoppers,2025-05-07,Tira,404314.29,Profit,2120.047663992449,0,1,1,0,0,0
TI-CMP-1095,Influencer,Premium Shoppers,10.0,"Email, Google",63267.0,6093.0,2473.0,1863.0,1142019.0,53.1,10.54,Bengali,16.48,Working Women,2024-10-13,Tira,1141965.9,Profit,21505.94915254237,1,0,0,1,0,0
TI-CMP-1096,Social Media,College Students,10.0,"WhatsApp, Email",28653.0,2186.0,481.0,290.0,153700.0,816.49,-0.35,Tamil,10.32,Premium Shoppers,2025-04-06,Tira,152883.51,Profit,187.2448039780034,0,1,0,1,0,0
TI-CMP-1097,Social Media,Youth,5.0,"Facebook, Instagram",95071.0,6448.0,1969.0,1369.0,711880.0,90.67,4.73,Hindi,10.29,Working Women,2024-12-20,Tira,711789.33,Profit,7850.328995257527,0,0,0,0,1,1
TI-CMP-1098,SEO,College Students,9.0,"Google, Instagram",91224.0,9066.0,4114.0,3165.0,2490855.0,23.75,32.14,English,17.92,Working Women,2025-05-05,Tira,2490831.25,Profit,104877.1052631579,1,0,0,0,1,0
TI-CMP-1099,SEO,Working Women,8.0,Google,71964.0,4708.0,2181.0,1490.0,689870.0,139.63,2.32,English,11.64,Tier 2 City Customers,2024-07-17,Tira,689730.37,Profit,4939.700422545298,1,0,0,0,0,0
TI-CMP-1100,SEO,Youth,7.0,"WhatsApp, YouTube",29518.0,3451.0,1456.0,811.0,391713.0,215.06,1.25,Hindi,19.37,Premium Shoppers,2025-06-11,Tira,391497.94,Profit,1820.412629033758,0,1,1,0,0,0
TI-CMP-1101,SEO,Premium Shoppers,13.0,"Instagram, WhatsApp",96007.0,2513.0,1101.0,811.0,594463.0,108.11,5.78,Tamil,4.61,Working Women,2025-02-13,Tira,594354.89,Profit,5497.686522985848,0,1,0,0,1,0
TI-CMP-1102,Paid Ads,Youth,15.0,"WhatsApp, Instagram",30824.0,4681.332342640795,1643.0,792.0,262944.0,180.58,0.84,Bengali,22.44,College Students,2024-11-02,Tira,262763.42,Profit,1455.108096134677,0,1,0,0,1,0
,Paid Ads,Tier 2 City Customers,27.0,"YouTube, WhatsApp, Google",59215.0,4757.0,1866.431831071118,1263.0,757800.0,233.79,1.57,Hindi,13.74,College Students,2025-02-04,Tira,757566.21,Profit,3240.370460669832,1,1,1,0,0,0
TI-CMP-1104,SEO,Premium Shoppers,23.0,Email,34525.0,1804.0,710.0,222.0,148962.0,695.74,-0.04,Tamil,7.92,Youth,2025-03-23,Tira,148266.26,Profit,213.10584413717768,0,0,0,1,0,0
TI-CMP-1105,SEO,Premium Shoppers,12.0,YouTube,12913.0,287.0,131.0,77.0,24486.0,2647.38,-0.88,Hindi,3.83,Working Women,2024-07-23,Tira,21838.62,Profit,8.249144437141625,0,0,1,0,0,0
TI-CMP-1106,Paid Ads,Tier 2 City Customers,8.0,Google,56128.0,5600.0,2094.0,1354.0,384536.0,205.69,,Tamil,16.12,Working Women,2024-07-29,Tira,384330.31,Profit,1868.4929262482376,1,0,0,0,0,0
TI-CMP-1107,Paid Ads,Tier 2 City Customers,5.0,"Google, Facebook, WhatsApp",93133.0,2804.0,902.0,544.0,0.0,212.32,1.05,English,4.56,College Students,2024-09-03,Tira,-212.32,Loss,-1.0,1,1,0,0,0,1
TI-CMP-1108,SEO,Premium Shoppers,11.0,"Google, Email, YouTube",12090.0,1314.0,499.0,251.0,74045.0,546.96,-0.46,Tamil,17.07,College Students,2024-08-31,Tira,73498.04,Profit,134.37553020330552,1,0,1,1,0,0
TI-CMP-1109,SEO,Youth,5.0,"YouTube, Google",38672.0,2654.0,794.0,388.0,239008.0,587.97,0.05,Tamil,9.92,Youth,2025-06-22,Tira,238420.03,Profit,405.4969301154821,1,0,1,0,0,0
TI-CMP-1110,SEO,College Students,19.0,YouTube,20471.0,1696.0,495.0,206.0,146878.0,1389.44,-0.49,Bengali,11.71,Premium Shoppers,2025-06-06,Tira,145488.56,Profit,104.71021418701059,0,0,1,0,0,0
